,tweet,label
9667,Vaccinate your damn kids or don't fucking have them. Period.,2
9668,Re retweet- All you anti-vaccination people need to understand that you're full of bull. 100% risk of death vs 0% risk of autism. C'mon!,2
9669,"Haywire lousy bombs
Many develop measles 
Short, two-week lifetime
#HaikuTuesday",0
9670,so the measles are going around Disneyland ..,0
9671,This measles outbreak reminds me of an SVU episode and the bitch who didn't get her kid immunized was found guilty for murder!!!!,2
9672,#BidenHarris election and now perhaps the solution to the covid plague.. let’s finish this 2020 with a hope we had lost! #Covid_19 #Pfizer #Pfizervaccine #hope https://t.co/M4tiZ1q1KC,2
9673,Know what's awesome about hanging out with med students? Getting to rage about Andrew Wakefield and Jenny McCarthy. #vaccines,2
9674,"@Its_Ana_And_Me @ProfLikeSubst I'm very sorry your child has a degenerative disease, but would think vaccines unlikely to make worse",2
9675,Got my measles shot,2
9676,"This is a global pandemic and put the world on a war footing, the world needs to be able to get back to work as soon as possible so they haven’t been messing around with developing vaccines. Anti vaxxers can get lost https://t.co/4uSopjSbSn",2
9677,26 measles cases reported with ties to Disney theme parks http://t.co/rT29pz5Bgz,0
9678,“@KUTV2News: Salt Lake County Health Department Confirms Two Deaths From the Flu http://t.co/djtT1vKdBG”. get vaccinated!,2
9679,Well done to Senior Sister Ly who has been at the front line of our ICU helping to care for the sickest patients with Covid-19. An absolute credit to her profession. Delighted to see you receive the first vaccine @WalsallHcareNHS #Walsallandproud #CovidVaccines,2
9680,"""He's a CDC whistle blower"" please go away. He's talking about the fucking MMR vaccine. This debate is OVER. MMR does NOT cause autism.",2
9681,Promising news in search for a Covid-19 vaccine https://t.co/TG13fpVzmR,2
9682,Vaccinate your children. Even the ugly one.,2
9683,"@HoraceFranklin4 @amprog Teburculosis, polio, mumps &amp; measles scabies all have been confirmed and Obamas shipping them all over the USA!!",0
9684,"The coronavirus is 90% effective but they don’t have a clue about long term effects of the vaccine. Yeah , no thanks. 👎🏼👋🏼",1
9685,"This track is ripping in the clubs, #SINS #mmr Jennifair produced by Drum Mage! http://t.co/kbCvmbhhqC",0
9686,Vacationing families #F03 RT @Detroitnerd Who should be vaccinated for anthrax? Vulnerable pops? First responders? High risk? #phps12  #F03,0
9687,4 Month-Old Infant From Tennessee Passed Away After Given 7 Vaccines http://t.co/F468LuxS8d they say it's just A COINCIDENCE,1
9688,"“@AP: Indiana measles outbreak, traced to  Super Bowl, disease's quick rate of transmission: http://t.co/uUogEWL7 -MS”// I blame Madonna!",0
9689,As a future parent I have the right to not vaccinate my children and be responsible for the return of once eradicated diseases.,2
9690,"PM Narendra Modi to embark on a 3 city visit today to review covid-19 vaccine development
https://t.co/3BVtqtLdeI

via NaMo App https://t.co/Eb4qfWZyIU",0
9691,"Hmm""Ottawa doctors urge people to get vaccinated after city's first case of measles in three years. http://t.co/SrCO5qv9CI #cbcott #ottnews""",2
9692,Montgomery County Health Department Investigating Possible Measles Case http://t.co/DyDcbsgn8o,0
9693,HR1929 [Passed] Adult Vaccine Preventable Disease Awareness and Improvement Month; August; recognize https://t.co/ZmTH0VgkUT,2
9694,"@jwcochran _Don't_ read _Diplomatic Immunity_ until after _Errant_, _Memory_, and _Miles in Love_..._Falling Free_ and ""Labyrinth"" are safe.",0
9695,Surprised to have such an emotional reaction to seeing the #Covid_19 vaccine administered to a nurse in NY. We all want this era to be over but it’s hard to fathom how desperately frontline workers want relief. Here’s hoping they and we get it. 💉❤️🙏,2
9696,Health departments hold free immunization clinics: Children who haven’t had vaccines for a range of diseases might… http://t.co/yZ0ZECX6ML,0
9697,"While this is good news, I doubt I'd take the vaccine until its been in the mainstream for a while. One of the few things I'm mainstream about is my health. 😂#covid #noguineapig #COVID19 https://t.co/eC7QHHmac4",1
9698,Microbiologist at state lab testing for measles.  If testing Ebola she would be in a level 3 lab w/ more protection http://t.co/P9bLiVDVZ2,0
9699,LAUSD school board supports legislation requiring vaccinations: The Los Angeles Unified school board Tuesday… http://t.co/94Gx1yQWvv,0
9700,I either have measles or I died idk send snacks pls,0
9701,"In Calif- 123 confirmed measles cases, appears to be leveling off http://t.co/sh2btZpdhp",0
9702,"SB372 [Enroll] Controlled substances, children, exposure to by mother, immunity from criminal liability upon good... https://t.co/pwo48P9wLu",0
9703,vaccines are the disease they treatin4“@HermesXCEL: soon they will ask us all to get vaccines for ebola and the vaccines will contain ebola”,1
9704,@calumsoreos it's a sometimes fatal disease. It's really scary bc it's passed like the flu but there's no vaccination.,0
9705,@OrganicLiveFood that's because there's no link between vaccines and autism!,2
9706,Brilliant. A measles virus speaks out against vaccination  http://t.co/eeqAnKhwSM h/t @crampell “mumps can be a drag I’ll give you that”,1
9707,This is what happens when you rush COVID-19 vaccines. None of them are anywhere near ready. It’s all commercial hype. https://t.co/UDqPXaSwdL https://t.co/CXDrCO92sg,1
9708,"Honestly, I wouldn't vaccinate my children either. That's what I pay the doctors for. #reasonstonotvaccinate",1
9709,"Presumably many of the Trump supporters who are also anti-vaxxers will not want any of the #COVID19 vaccines when they are ready? Oh wait, they also think it’s all a hoax:.:: more for the rest of us when the time comes",2
9710,2 cases of measles confirmed in Indian River County http://t.co/TSyh0nFqZ6. Total now 3,0
9711,@mishacollins This might be too personal but...please tell me you immunize your kids. This info is vital to whether I continue to idolize U.,2
9712,Turn to cnn n see there's a Measles outbreak what the fuck,0
9713,Well done in sharing common sense &amp; sharing science about the measles outbreak @DrRichardBesser @CDCtravel,0
9714,He can't handle measles let alone      Ebola.  NJ last in job creation! Christie would be a CATASTROPHIC MISTAKE FOR THIS NATION,0
9715,@MinuteClinic what do you say to the science that the vaccine causes measles ?,1
9716,"it's been a long day without you my friend, and I'll tell you all about it when I see you again #MMR 👼🏻",0
9717,Impact of vaccines on diseases. Why are we still discussing this?  http://t.co/ZuFhEryZ3h #pharma #vaccines,2
9718,"Measles Cases in the US are at a 20-Year High. Thanks, Anti-Vaxxers. (via @Pocket) http://t.co/6mxdslqABW",2
9719,AIDS N : FIT Biotech Oy: FIT Biotech's HIV vaccine demonstrated to be safe and well tolerated in two clinical ... https://t.co/cB13bJ8M2e,0
9720,#rabies prevention program using fixed-wing aircraft to drop #vaccine won't harm #pets.,2
9721,Episode 040 of Galaxy Tenants will be available tomorrow morning! The episode features conversations with folks around the country about the pandemic and the experience of receiving the Covid-19 vaccine! Archive: https://t.co/jAQxVSYiXB #GalaxyTenants #Podcast #Covid19 #Vaccine https://t.co/MrhuANq5cf,0
9722,"*LAVISH living in MMR; Classically updated W/THE FINEST OF DESIGNER FINISHES* Exquisite SINGLE LEVEL cul-de-sac home, http://t.co/bM1PXvJQ8S",0
9723,National Infant Immunization week is April 18th-25th. Let's take care of our little ones.,2
9724,"@gardencatlady @GrimlyFeeendish @SueDHellmann That's what#vaccines R made of:infected live host +  adjuvant e.g. mercury, aluminum, MSG",1
9725,Another vaccine joins the clinical trials family. Canadian company's COVID-19 vaccine candidate begins clinical trial in Australia https://t.co/i1ZdFEIRsX,0
9726,Free Flu Shots at NJ Clinic: The Cape May County Health Department gave away free flu vaccines for about 140 people.... http://t.co/n5QRgvli,2
9727,"Don’t worry. You can have mine Kenny. 
Despite being in the riskier category I will not be taking any hastily-developed vaccine rushed in without any longitudinal testing. https://t.co/qXDJLZsRkw",1
9728,Great interview @scotsoradisKAC On-time vaccination rate for Kansas kids tumbles  Kansas Health Institute http://t.co/lmmGDxheEI via @KHIorg,0
9729,"Measles outbreak: 156 cases, possible exposure in Berkeley restaurant: Health officials are on alert after an adult… http://t.co/p0cFTlxZ9w",0
9730,watching @NikoGreeko1520 &amp;the boys with @THEJESSIEWENDLE 😊 #MMR,0
9731,#TurntUp #MMR #MMRAfffilates #FridayNightAtJerseyGirlz @ Jersey Girls Go Go http://t.co/n53U94wh,0
9732,The best part about doing blood draws/immunizations on 250 kids straight outta high school is the pure look of terror on all their faces.,1
9733,"#CDPH update: 91 cases of measles in CA, 12 in Bay Area, 58 linked to Disneyland visits. #mapit",0
9734,Help please @ShotAtLife RT: HappyMothering... Doctors Change Names of Diseases When Vaccines Do Not Work: http://t.co/DqqnieJ3 via @vactruth,1
9735,Fucking dangers and failures..oh you mean the ones killing the kids or making them extremely sick cause u chose not to vaccinate?,2
9736,@Tassiapaschoal it was originally gonna just be VACCINATE YO KIDS but it sounded better when I told everyone to hide their wives. i think.,2
9737,Merck faked vaccine efficacy to sell toxic drugs to mindnumbed public.,1
9738,@LatinoVoices Anyone who's likely to use it wouldn't get the vaccine in the firs place. And all vaccines carry risk of disease itself...,1
9739,Phony Anti-Vaccine Propaganda Is Killing U.S. Children http://t.co/1zP6QuFLnM,2
9740,#MeaslesOutbreak Now the idiots will say #Putin must have had his MMR... http://t.co/tZJoHKOmhk,0
9741,"@DrDrewHLN whatever the ""medical"" and ""vaccine"" companies want to say that they don't cause autism.. Whose interest that pay?? Not the kids",1
9742,Getting a whooping cough vaccine so the baby doesn't catch anything.,2
9743,LA County Offers Free Hepatitis A Vaccines After Outbreak: The Los Angeles County Department of Public Health... http://t.co/rf2o5BOWit,2
9744,"@intenseCA Well, it never almost disappeared worldwide, but we had cleared it from the U.S.  Oh, yeah, we have measles here. Absolute idiots",2
9745,people who don't vaccinate their kids because they believe in dumb conspiracy theories that have been proven to be untrue piss me off,2
9746,Jacob thinks he has the measles lol he's so mad at the world 😂,0
9747,@billmonning Thank you for standing with CA parents and their children in support of @SB277! #vaccineswork,2
9748,HB1902 [Enroll] Motor vehicles; providing civil immunity for removing child from motor vehicle using forcible ent... http://t.co/92DbDaVMmo,0
9749,Tonights rocket launch at Cape Canaveral was cancelled. THANKS MEASLES OUTBREAK!,0
9750,@melnado24 @MonsantoCo You mean the vaccines are bringing back Measles.  I didn't contract German Measles for 25 yrs until that vaccine!,1
9751,"Don't trust it!! 😩

Why the COVID-19 vaccine may not mean the end of the pandemic https://t.co/DBviA0H7tI via @MetroUK",1
9752,"@user I believe the news rather than Sturgeon, anything English/uk she is against. Didnt see one SNP commenting on army setting up vaccine places. Couldnt even call the vaccine the Oxford vaccine, thats how petty and anglophobic she is",0
9753,Got to give vaccinations to a bunch of high school students today.. So that was fun,2
9754,@tefigarcia_ en nahh mmr -_____-,0
9755,"@DevorguillaScot “The MHRA urgently seeks an Artificial Intelligence (AI) software tool to process the expected high volume of Covid-19 vaccine Adverse Drug Reaction (ADRs) and ensure that no details from the ADRs’ reaction text are missed.”

https://t.co/Fjg4jXHYCI",0
9756,Carlsbad High film project about immunizations: Carlsbad High School students produce film about controversial… http://t.co/coJsTQWe81,0
9757,"“@UberFacts: On average, people who complain live longer -- Releasing this tension increases immunity and boosts their health.” @mattwitz",0
9758,"@ASkepticAtheist @MazurekRob @francosoup @Atheistican No, he can't because vaccines DON'T CAUSE Autism!",2
9759,Why Adults Are More Likely To Be Hit Hard By The Measles Than Children http://t.co/sCFg3tB7nI,0
9760,I said the exactly the same thing let us choose the doctors 👩‍⚕️👨‍⚕️ and use the vaccines 💉 they have not use their doctor 👩‍⚕️👨‍⚕️ cause they will get some flu 😷 vaccine 💉 or something else if they can cheat and steal an election 🗳 they can fix the vaccine 💉 too 😡😡😡🤬🤬🤬 https://t.co/xsRKAJOp1G,1
9761,"In the 1989-91 epidemic, in a US with good nutrition&amp;sanitation, ~1 in 450 cases of measles died. #VaccinateYourBaby http://t.co/bY43vpajNt",2
9762,October my favorite month for Dj flyers @Madhatterdc #mmr #dc #dj #October #halloween #horror #flyer… http://t.co/DMKHWoIBsQ,0
9763,@DrJenGunter the zombie conspiracy underlining shows seems to be vaccines and the nuts eat it up! @kellybroganmd @BusyDrT,2
9764,"Guys it's happening, vaccines are officially linked to major diseases as well as the Monday blues/stubbing your toe",1
9765,@DoctorGlen They prob don't #vaccinate  ppl in #Cuba as much as in #America leading to lower #Cuban #autism rate. http://t.co/yQs3jP8iZy,1
9766,"If you believe thiat health report video, anyone getting vaccinated for measles also suffers from a pixilated face",0
9767,"I shouldn't argue with an anti-vaxxer, but my sister-in-law compared the measles outbreak to the Salem Witch Trials. I COULDN'T HELP IT.",2
9768,Another Study Finds No Connection Between Vaccines And Autism: The MMR Vaccine protects against highly contagious… http://t.co/mQEasasETp,2
9769,"((ELB)) The next face of measles?: ""I am a healthy bouncing baby boy and I could be the next face of measles. I am to young to be vac...",2
9770,"Pre-Employment req's getting knocked out. TB test, MMR titer, and drug screen. Got fingerprinted… http://t.co/OIPK7H5wnD",0
9771,"“@CMACfessions69: "" If you're a child of a Laingsburg coach... You therefore have diplomatic immunity.""” Ouch 😳😆",0
9772,"If you visited the Menards in Long Grove, Illinois recently you were exposed to measles. Thanks, unvaccinated idiots http://t.co/sGXUFDijWN",2
9773,"Healthy Body Tip: For immunity &amp; overall health, start ur morning with a cup of hot water with fresh lemon &amp; ginger. Ur body will thank you!",0
9774,Children test positive for measles at Palatine day care http://t.co/xVq1TmPBjC,0
9775,How did the Mighty Ducks become Team USA? They were 0-9 &amp; only got into playoffs because the Panthers got the measles,0
9776,"My immunity is so strong, I can drink poison. Once.",0
9777,"@Bigernflo you're a hypocrite. You drive a car, cross streets, and use appliances. These carry much higher risks than vaccines.",2
9778,"#SquadUp #MMR #PalaceOnSunday 🔥🔥🔥🔥repostwhiz app:
ain't nobody fuking with my DJ and the rapper… https://t.co/znKjw8fKdl",0
9779,"Look at what we've become. A bunch of little kids. Immature,selfish,stupid little kids fighting to boost egotistical immunity.-",0
9780,@psychotherapi @LizSzabo @WIAAP @CecilyTechuan @ImmunizeCa @VICNetwork @lisasunbury @NYCDadsGroup @lifebeginsat30 @saferstates #ff,0
9781,"""@MARS0411: @CNN #VaxTruth ""The measles vaccine has failed.""
http://t.co/NZtPgplGr5"" @CNNTonight #CDCwhistleblower",1
9782,"This is a great news! 🙌
Covid-19 vaccine from #Pfizer and #BioNTech is strongly effective, early data from large trial indicate! 👌

#Pfizervaccine #vaccine #CovidVaccine #COVID19 https://t.co/jrJ8wflZIs",2
9783,That moment it's the last basketball game of the season...and two kids out with streptococcus and your kids 1 of 2 ...😥😡 #VACCINATEYOURKIDS,2
9784,"SB30 [Update] In child protective services, further providing for definitions, for immunity from liability, for e... http://t.co/h9UHTnGBxk",0
9785,@TheBingDynasty mercury... Its in the vaccines,1
9786,"CDC: Measles epidemic poses travel risks usat.ly/ixdtv1
Yes, very true but what about the Zombie Epidemic closing in on us?",0
9787,"!! RT @CopyeditorDyer How about a measles discount? #Disneyland, #DisneyWorld raise prices http://t.co/5WgNQ0AN5V http://t.co/gAtLU9fvc3",0
9788,@chrislhayes how many gop pres hopefuls will help the poor vaccinate their kids,0
9789,RT @vicenews: The debate over vaccines and autism may be over: http://t.co/EMqyDnc52g http://t.co/tP3inl3ySO,0
9790,"Visitors to suburban Menards, laundromat, clinic may have been exposed to measles: PALATINE, Ill — Health officials… http://t.co/s0pcQCjt8w",0
9791,"""@BobbyAuthentic: @DJMP1914 @flock561 Shoutout to the crew #MMR #MuscleMoves #MusiqMind #GalatHitz"" @GalatHitz  Stay on the #HUSTLE",0
9792,"Bill Pelischek: ""On to Disneyland.""
MEDIA: ""Coach, are you concerned at all about the measles outbreak?""
Belichick: ""Not concerned.""",0
9793,Please vaccinate your kids. I want the community college guys I date to be healthy. Do it for me.,2
9794,If you didn't get the measles vaccination you deserve to get Ebola,2
9795,Who's in on our Measles Party? We're gonna get LOADED http://t.co/jNMzoRmSGz,0
9796,Arguments haven't changed much over the past 213 years. #vaccineswork are safe and effective. http://t.co/vyeMHg38f9,2
9797,"“On average, people who complain live longer -- Releasing this tension increases immunity and boosts their health."" IM GONNA LIVE FOREVER :D",0
9798,"New rotavirus vaccines seem safer, studies find: By MARILYNN MARCHIONE AP Chief Medical Writer Newer vaccines... http://t.co/JWoAlL7Md2",2
9799,"Philippines measles outbreak increases by 30,000 cases since June http://t.co/WFZFrLIsB8 there have been 47,000 this year already - wow!",0
9800,@PurgeGamers Did you support your way to high mmr? Even in the calibration games?,0
9801,"@TODAYshow I wouldn't take any parenting advice from an anti-vaxxer, especially with a measles outbreak in their vicinity.",2
9802,"Students at local high school get sick with whooping cough despite vaccinations, administrators say: An area high… http://t.co/I5IlZVylWY",0
9803,"And maybe I shouldn't be so quick to judge, but the kids who can't get vaccinated can be protected by the kids who can. End of discussion.",2
9804,"I Will Never Vaccinate My Child
 http://t.co/3x28o9JhqJ",1
9805,"BREAKING: COVID-19 vaccine '90% effective'
https://t.co/D4BCIFtIwb",0
9806,"In a 2012 #measles outbreak in Quebec, Canada, 52 of the 98 cases were FULLY VACCINATED #vaccineswork ???",1
9807,"MMR vaccine FTW. (at @Walgreens in SAN RAFAEL, CA) https://t.co/xyECtHjIGE",2
9808,"@solomonjones1 the anti-vaccination studies have been discredited...repeatedly. Meanwhile, kids are dying of measles, a disease...",2
9809,"""@UberFacts: On average, people who complain live longer -- Releasing this tension increases immunity and boosts their health."" @Dgordon211",0
9810,Some encouraging SARS2 vaccine news out today. https://t.co/ENJXxPrsqd,2
9811,"@clean_freak @jimfenton @hoofnagle You have this backwards, best action to prevent disease is vaccination, not after infection is present.",0
9812,"It looks gross, I know, but this is what happens when you have the measles. You don't have an… https://t.co/QuG5mIysIl",0
9813,When do we get to see the vaccine in Kenya ? https://t.co/Nd2diUYEJP,0
9814,No Measles vaccination = Gun Control.  Personal choice of protection endangers others.,2
9815,"Terrible pickup line: ""Would you vaccinate our children??""",0
9816,How soon is too soon for building up your child's immunity to iocaine powder? #AskingForAFriend,0
9817,"@scottjohnson I can understand skipping the flu shot, but measles?! What's wrong with people today?",0
9818,"Mickey Mouse exposed to Measles, thanks to the anti-vaxxers http://t.co/q087U3C72k",0
9819,"@UberFacts Infants,caring 4 them B4 HIB vaccine had 2 watch baby after baby die from meningitis.Parents who refuse 2 vaccinate cause long",2
9820,"The whole vaccination thing is awfully offending. I've never been vaccinated for chicken pox, and I have not harmed a single person.",1
9821,U.S. on track for most measles cases in a decade - USAToday http://usat.ly/m6Qu0V,0
9822,Crochet or vaccinate fat kids OR eat fried chicken and put ur uggs back on??? @BellamyYoung #ScandalABC 🍗💉,0
9823,"@carkuno it's a kids disease like i.e measles, mumps u need to go to ENT",0
9824,#vaccinateyourkids do not let the preventable disease your child contracts be responsible for the death of another vulnerable individual!,2
9825,A378 [NEW] Establishes civil immunity for damages arising out of birth injury or congenital defect for physicians... https://t.co/au04Emwj4C,0
9826,My mother had the Pfizer vaccine a week before Xmas. No ill effects. #vaccine #Pfizer #Pfizervaccine #CovidVaccine #VaccinesWork,2
9827,Georgia health officials: 230 exposed to infant with measles: Georgia public health officials have identified 230… http://t.co/i3z0aGvfkd,0
9828,"AM-News : Canadian HIV vaccine researcher explores ways to engage at-risk youth: His project on ""Barriers to… http://t.co/uzXM9T6VJY",2
9829,When you don't vaccinate your kids... You're going to have a bad time #vaccinateyourkids #vaccinate #toddlers #kidsgetsickalot,2
9830,Baby NORTE survived his 1st vaccines! This boo boo stayin in the Fam 💙#abkc #oldeenglishbulldogge #likes #love #cute http://t.co/CpVJcnWgfP,2
9831,The second best way to be safe from the flu is to get vaccinated. The first best way is to move to Madagascar. No pandemics ever go there.,2
9832,"@PLDT_Cares  maybe, our LINE will be relocated when there is already an antidote to this COVID-19. i'll be happy if there's a vaccine for it,  but I'm afraid if our request would take that long.",2
9833,"Women in Starbucks talking about vaccinations and how ""injecting viruses into your children"" is a personal choice and I'm strugglin",2
9834,wario measles,0
9835,Vaccinate your damn kids . Hell to you Jenny McCarthy http://t.co/fMuX0GrUYH,2
9836,@CDC Director TFriedman Talks about HPV vaccine programs that will make biggest impact. #Komen #GlobalCancerSummit http://t.co/CJFnFKxR,0
9837,"""I can't send my kid to school with peanuts but other parents have the choice whether to vaccinate their children or not?""",2
9838,#thanksMillennials RT @TaupeAvenger: 1 in 5 millennials thinks vaccines cause autism http://t.co/NYPTX0Utv5,2
9839,"@Anuvia misinformation. They believe all vaccines have the mercury derivative ingredient, when these days only the flu shot has it.",2
9840,Im dying!!!!!!!!!!!!! ) : feel like hell!!!!!!!!!!!!!!!!! Measles or mono whichever it is sucks!!!!!!,0
9841,Just got a phone call from a researcher inquiring about the vaccination rate of children in my area. #Ebola,0
9842,"Guys, I might be in trouble. I got double vaccinated two days ago, and my arm still hurts. Is the autism already starting to kill me?",2
9843,#LT if people actually listened to health professionals instead of celebrities this stuff wouldn't happen #VaccinateYourKids,2
9844,@GavinKlaus vaccinations are the devil and will cause autism in my children. Don't put your devil worship on me!,1
9845,CDC Says Ebola Vaccine Only Works on White People  http://t.co/XspClF0Uot,1
9846,@CoolCzech1 @dhrxsol1234 @BreitbartNews I don't  know that My sisters and I all had the measles when we were young. No autism Vaccines do!,1
9847,One of the few things I miss about Philly - 93.3 MMR. And can pick it up on 78 near Hamburg.,0
9848,"People are now hosting ""measles parties"" in California. I honestly want to set them all on fire.",0
9849,My MMR titers are good. Let's go #rangers!,0
9850,"“@LifeCareAllianc: Protect against the mumps. MMR vaccine $85, call (614) 278-3130.” Or go to a college that isn't Ohio State.",2
9851,"Measles Cases Linked to Disneyland, California Adventure Nearly Doubles: The number of confirmed cases of measles… http://t.co/IfZq0mwHTt",0
9852,When you had a rough night but you back workin again early and your shirt is on point..... #MMR… http://t.co/yK4k39dJdu,0
9853,"Smoking on that stanky diesel ,🚬🌿 coughing like i got the measles 😎💯",0
9854,"Biked over to hang with Nate and the Weiner Kids after my vaccines. Lucas & I played 2 rounds of MANCALA, and I whooped him. Stupid kid. ;)",2
9855,Fox and Fox Sponsors MMR 5K! http://t.co/Kles0sVejW,0
9856,"For every child @SenRandPaul claims were disabled by vaccines, there are 1000000 who were fine... &amp; thousands alive today *because* of them.",2
9857,@donlemon I think that is your small pox vaccine scar I don't think measles vax leaves a scar cc @RamCNN #JustTryingToHelp,0
9858,@_cingraham don't you have some measles to catch,0
9859,#faceoff they had me scared I thought they were going to get rid of Sasha. Thank goodness for the immunity! !!!,0
9860,Excellent talking points on the incredible value of vaccinations to society from the Center of Disease Control. http://t.co/wkUl8305eD,2
9861,"If parents stopped feeding their children thinking it was unhealthy, they'd be charged with neglect. Why can't we do the same with vaccines?",2
9862,Got an emergency email from USF stating that there have been 5 confirmed cases of Measles in Central FL.,0
9863,They'll not get the same vaccine as everyone else. https://t.co/euodxe9lrP,1
9864,"“@CDCgov:If traveling abroad, infants 6 mos or older can receive #MMR vaccine. http://t.co/1HhZd6qcvt”
#NURS541 @prof JStein",2
9865,@VaxChoiceVT vaccine injury destroyed my daughters life and my family. Pharma &amp; gov't plot to cover their ass through continued brainwashing,1
9866,5 infants &lt;1yr @dailyherald : #Measles outbreak confirmed at #Palatine day care center say http://t.co/bo87H41JGS”,0
9867,CDC says flu shot less effective while health officials push Hoosiers to get vaccinated: There have been 85… http://t.co/WZ8Zi1GK6b,0
9868,U.S. measles count increases to 121 across 17 states http://t.co/PDsXlM7zVL (via @HuffPostGreen),0
9869,@Patriotic_Me @GretchenInOK @sportscandi @FoxNews If they die go blind or infect BABIES that can't be vaccinated yet shame on them idiots,2
9870,Good news about prospects of effective #COVID19 vaccine arriving.  But there are formidable distributional challenges ahead. World has never undertaken vaccination on such a large scale. Countries should use the time now to get ready. https://t.co/JTa1UZIqvX,2
9871,Yo. Ya wanna cool it on the anti-vax shit please? I'd like to kids to grow up in a world where I don't have to be scared they'll get measles,2
9872,"After much thought, I've decided to immunize your kids.",2
9873,Disneyland's measles just made the news here in NC.,0
9874,Illinois measles cases up to 13: The total number of people diagnosed with measles in Illinois inched up to 13 on… http://t.co/yvJHZd0r1I,0
9875,"Other countries now following the UK to approve the Pfizer/BioNTech #COVID19 vaccine. 

Bahrain's regulators have now also signed it off, making them the second country (after the UK) to do so.",0
9876,I vaccinated your baby while you were at hot yoga,2
9877,"Pfizer and partner BioNTech have asked the FDA for full approval for their COVID-19 vaccine, a regulatory benchmark beyond the current emergency use authorization granted during the pandemic. https://t.co/zh3mPkCdMt",2
9878,Major finding at #ISC14 @American_Stroke by @UCSDHealth: #Vaccines reduce risk of strokes in children http://t.co/t7FgWg6C1M via @USATODAY,2
9879,"Oh Oregon. RT@MotherJones: How Many People Aren’t Vaccinating Their Kids in Your State?
http://t.co/mZDq4YCgIK http://t.co/WoX0o1uxqg",2
9880,"Vt. officials urge adults to get vaccinated: BURLINGTON, Vt. (AP) — Vermont health officials are urging adults to... http://t.co/Orc1v0pW",2
9881,@allixreyes Hope it's not the Measles,0
9882,OMFG YAAAAAAAAASSSS!!!!!! OUR QUEEN IS SAFE!!! #ImmunityChallenge #Survivor @NatalieeAnd #TeamNatalie,0
9883,Measles in ventura county😩,0
9884,@Peter_Keesey @sapienist @makingmomma We all agreed?  Here is the incidence chart 4 #measles http://t.co/wHumAwvH5p,0
9885,HPV Vaccine Is Associated with Serious Health Risks http://t.co/xMqzvYHeW6 via @mercola,1
9886,MMR; lmao we always doing something when we together. But you homie!! Love yous!!,0
9887,Sharing an update on the progress of our #COVID19 vaccine candidate. #PFEColleague https://t.co/MYqDQ8tHg7,0
9888,@CBSEveningNews @Disneyland @DrLaPook Disneyland gives out measles along with rides. http://t.co/x8UX6VeJdU,0
9889,Paul Shepard suggests infants putting things in mouth may be immunizing selves against local bacterial fauna #MOOutdoorSummit,0
9890,Parents who oppose measles vaccine hold firm to their beliefs http://t.co/3au70HDtJs @latimes,0
9891,Wonder how many babies/toddlers died b/c people listened to @jimcarrey and his then-gf and didn't vaccinate their kids #tcot #guncontrol,2
9892,Currently sitting at the health dept. gettin yellow fever vaccination. @YmiNewLife @_NewLife_CC #5months,2
9893,@OKCPS giving free #flu shots to kids. Thanks for protecting us all! My kids will get them!.#immunize #fmrevolution,2
9894,Lmao i was reviewing our pre job analysis and someone put...evacuation point: MMR Trayla (Trailer),0
9895,"First trip to the vet was a success. We have one healthy baby. Three vaccines, one thing that he… http://t.co/42E5MVawbx",0
9896,"""@HillaryClinton: Science is clear: The earth is round, the sky is blue, and #vaccineswork. Let's protect our kids. #GrandmothersKnowBest""",2
9897,@JPQ904 yeah any parent not getting their kid the proper vaccination are foolish parents.,2
9898,@traciethoms will the Fed investigation grant immunity to any of the cops involved in #EricGarner 's death? More than one is responsible.,0
9899,"Trustnet Daily: Why Argonaut’s Norris is shorting Covid vaccine companies, UK gilt funds in focus, Man GLG Japan CoreAlpha, and more...  https://t.co/IAKUN900fN",0
9900,So #UTMB has had an #Ebola vaccine for 9+ yrs but there wasn't enough demand. 900+ deaths worldwide but now 3 US cases &amp; it's an epidemic...,0
9901,@megynkelly #KellyFile the potential Humnitarian criss is disease spreading through our  cities OUR CHILDREN in strains we hv no immunity to,0
9902,To the idiots that don't vaccinate their children: do you not see the world laughing at you...?,2
9903,"Are you ready to be refused access to the supermarket, the plane, school, workplace, bus, train, restaurant, hospital, club etc. unless you produce your vaccination certificate? That’s what they have been grooming society for. No mask no entry, no vaccine, no entry 🤦🏾‍♂️ #COVID19 https://t.co/gKIJ5hiPQl",1
9904,"In developing countries measles vaccination is a privilege, &amp; parents line up to vaccinate kids bc they have seen real disease #MeaslesTruth",2
9905,I would vaccinate my cat RT @Reductress: FLOWCHART: Should I Vaccinate My Child? http://t.co/mSjQwmP4p1,2
9906,I'm still very upset about the killing of health workers carrying out vaccination in Kano. It a serious setback!,0
9907,Now the @GOP is the party of measles epidemics and food service workers who don't want to wash their hands. Why are we electing them again?,2
9908,Cooties Immunization @midnight #KidLegislation,0
9909,We vaccinated 125 people for TDaP and 100 people for flu at the #dragoncon  vaccine clinic! Together we are saving the world from diseases!,2
9910,"Fingers crossed! 🤞🤞

Covid-19 vaccine candidate is 90% effective, says manufacturer https://t.co/iznQ9aEb4h",2
9911,Michigan encourages flu vaccinations amid uptick: Michigan health officials are encouraging people to get... http://t.co/BSMFQHQQEl,2
